122|national/russia/fnl
805|national/russia/lfl
380|national/russia/pfl-cup---2-division
1035|national/russia/play-offs-12
121|national/russia/premier-league
242|national/russia/super-cup
381|national/russia/supreme-division
1087|national/russia/u21-premier-league
419|national/russia/womens-cup
781|national/rwanda/national-soccer-league
890|national/samoa/national-league
160|national/san-marino/campionato
479|national/san-marino/coppa-titano
1079|national/san-marino/super-cup
799|national/saudi-arabia/champions-cup
701|national/saudi-arabia/crown-prince-cup
573|national/saudi-arabia/division-1
669|national/saudi-arabia/division-2
216|national/saudi-arabia/pro-league
314|national/scotland/challenge-cup
347|national/scotland/east-of-scotland
45|national/scotland/first-division
301|national/scotland/highland-league
176|national/scotland/league-cup
929|national/scotland/play-offs-12
421|national/scotland/play-offs-23
930|national/scotland/play-offs-34
43|national/scotland/premier-league
175|national/scotland/scottish-cup
46|national/scotland/second-division
1073|national/scotland/spl-u20
719|national/scotland/swf-scottish-cup
665|national/scotland/swfl
346|national/scotland/swpl
652|national/scotland/swpl-cup
47|national/scotland/third-division
909|national/senegal/ligue-1
189|national/serbia-and-montenegro/cup
161|national/serbia-and-montenegro/druga-liga
92|national/serbia-and-montenegro/prva-liga
317|national/serbia-and-montenegro/treca-liga
357|national/serbia-and-montenegro/women-first-division
910|national/seychelles/division-one
920|national/sierra-leone/premier-league
729|national/singapore/league-cup
137|national/singapore/sleague
743|national/singapore/singapore-cup
124|national/slovakia/2-liga
644|national/slovakia/3-liga
183|national/slovakia/cup
352|national/slovakia/i-liga-zeny
764|national/slovakia/ii-ligy-zeny
300|national/slovakia/super-cup
123|national/slovakia/super-liga
86|national/slovenia/1-snl
343|national/slovenia/1-zenska-liga
299|national/slovenia/2-snl
630|national/slovenia/3-snl
185|national/slovenia/cup
434|national/slovenia/play-offs-12
631|national/slovenia/super-cup
685|national/slovenia/zenski-pokal
892|national/solomon-islands/s-league
526|national/south-africa/1st-division
866|national/south-africa/8-cup
277|national/south-africa/cup
793|national/south-africa/league-cup
1036|national/south-africa/play-offs-12
214|national/south-africa/psl
688|national/spain/1ª-nacional-femenina
1069|national/spain/copa-de-la-reina
138|national/spain/copa-del-rey
720|national/spain/copa-federacion
432|national/spain/play-offs
433|national/spain/play-out
7|national/spain/primera-división
287|national/spain/primera-división-women
98|national/spain/segunda-b
12|national/spain/segunda-división
186|national/spain/super-cup
569|national/spain/tercera-division
901|national/sri-lanka/champions-league
528|national/st.-kitts-and-nevis/premier-division
601|national/sudan/sudani-premier-league
605|national/suriname/eerste-klasse
469|national/suriname/hoofdklasse
551|national/suriname/play-offs-12
213|national/swaziland/mtn-premier-league
28|national/sweden/allsvenskan
291|national/sweden/damallsvenskan
427|national/sweden/division-1
324|national/sweden/division-1
502|national/sweden/division-2
1016|national/sweden/juniorallsvenskan-elit
967|national/sweden/play-offs-12
968|national/sweden/play-offs-23
722|national/sweden/super-cup
814|national/sweden/super-cup-women
37|national/sweden/superettan
180|national/sweden/svenska-cupen
373|national/sweden/svenska-cupen-women
1064|national/sweden/u21-league
554|national/switzerland/1-liga-classic
1043|national/switzerland/1-liga-promotion
648|national/switzerland/2-liga-interregional
99|national/switzerland/challenge-league
340|national/switzerland/nationalliga-a
462|national/switzerland/nationalliga-b
943|national/switzerland/play-offs-12
426|national/switzerland/play-offs-12
114|national/switzerland/schweizer-pokal
673|national/switzerland/schweizer-pokal-frauen
27|national/switzerland/super-league
1096|national/switzerland/u18-league
212|national/syria/premier-league
936|national/são-tomé-e-príncipe/campeonato-nacional
767|national/tahiti/super-ligue-mana
796|national/tajikistan/vysshaya-liga
857|national/tanzania/ligi-kuu-bara
782|national/thailand/thai-division-1
519|national/thailand/thai-premier-league
712|national/togo/championnat-national
465|national/trinidad-and-tobago/t-&-t-pro-league
709|national/tunisia/cup
210|national/tunisia/ligue-1
649|national/tunisia/ligue-2
97|national/turkey/1-lig
562|national/turkey/2-lig
654|national/turkey/3-lig
990|national/turkey/a2-ligi-reserve
995|national/turkey/akademi-ligleri
615|national/turkey/bayanlar-ligi
172|national/turkey/cup
1059|national/turkey/elit-akademi-ligi
436|national/turkey/play-offs
1023|national/turkey/spor-toto-cup
452|national/turkey/super-cup
19|national/turkey/süper-lig
800|national/turkmenistan/ýokary-liga
893|national/turks-and-caicos-islands/football-league
871|national/uganda/super-league
188|national/ukraine/cup
559|national/ukraine/druha-liga
233|national/ukraine/persha-liga
1037|national/ukraine/play-offs-23
125|national/ukraine/premier-league
939|national/ukraine/premier-league
298|national/ukraine/super-cup
